index,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target
639,320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14,3
640,41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6000000000004,2024-11-04 08:11:54,1
643,235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,2024-11-04 08:10:13,1
644,159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,2024-11-04 08:10:32,0
647,20.220000000000027,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32,0
648,50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,2024-11-04 08:07:17,0
649,73.87999999999997,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11,3
650,119.61000000000001,2023-03-14 16:21:01,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:28,0
652,116.57999999999998,2023-08-31 16:38:18,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50,1
654,391.96,2023-06-19 16:21:58,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,2024-11-04 08:06:47,3
657,443.68,2023-04-25 18:58:32,Debit,Tucson,,18.0,Student,137.0,1.0,874.1499999999996,2024-11-04 08:10:26,3
659,67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15,1
660,326.29,2023-12-06 17:10:35,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44,2
661,158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48,0
662,56.02000000000001,2023-06-19 17:50:29,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58,3
668,504.63,2023-11-13 17:07:10,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,2
670,820.15,2023-12-18 16:33:01,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34,2
672,8.370000000000005,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3399999999997,2024-11-04 08:11:23,0
674,637.97,2023-10-23 17:17:18,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56,2
675,13.519999999999982,2023-05-15 16:51:28,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,2024-11-04 08:06:30,3
676,432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 08:10:16,0
678,642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 08:08:38,0
680,139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 08:08:24,0
681,499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 08:09:05,1
682,10.069999999999993,2023-01-17 16:47:41,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,2024-11-04 08:08:57,0
683,120.62,2023-02-27 16:37:11,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 08:06:39,0
684,578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 08:06:50,2
686,280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,2024-11-04 08:06:41,2
687,42.41999999999999,2023-06-01 17:19:57,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,2024-11-04 08:09:11,3
688,77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 08:08:06,3
689,22.589999999999975,2023-03-27 16:12:36,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 08:08:22,0
690,568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,2024-11-04 08:12:09,1
692,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 08:09:59,1
696,183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,2024-11-04 08:11:05,3
697,278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 08:09:58,3
698,470.30000000000007,2023-09-12 18:46:45,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 08:08:00,1
699,261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,2024-11-04 08:09:09,2
700,365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,2024-11-04 08:12:08,0
701,211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 08:07:01,1
702,21.49000000000001,2023-05-04 16:51:17,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 08:08:08,3
703,63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,2024-11-04 08:11:56,1
704,321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 08:06:35,1
705,12.110000000000014,2023-12-12 16:17:27,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.2799999999997,2024-11-04 08:07:10,2
706,642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44.0,Engineer,27.999999999999986,1.0,3143.17,2024-11-04 08:10:37,3
707,210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,2024-11-04 08:06:24,2
709,99.75999999999999,2023-08-07 16:21:37,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,2024-11-04 08:06:26,1
710,115.31999999999996,2023-07-25 17:24:07,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 08:08:36,1
711,33.610000000000014,2023-08-21 17:25:00,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,2024-11-04 08:08:40,1
713,98.81,2023-09-04 16:48:13,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,2024-11-04 08:08:11,1
714,1.8699999999999477,2023-10-20 18:34:41,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 08:09:48,2
717,28.730000000000018,,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,2024-11-04 08:08:37,2
718,105.53,2023-06-16 16:36:20,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,2024-11-04 08:10:14,3
719,737.34,2023-03-20 17:45:22,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 08:08:06,0
720,237.86,2023-02-06 17:48:39,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,2024-11-04 08:10:20,0
721,409.61,2023-07-26 16:05:48,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 08:10:16,1
723,72.75,2023-05-01 16:30:03,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 08:07:19,3
724,39.110000000000014,2023-09-01 18:05:37,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 08:08:27,1
726,729.38,2023-11-14 17:23:43,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 08:08:16,2
727,137.49,2023-07-26 16:54:08,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,2024-11-04 08:07:04,1
728,504.71,2023-04-10 18:27:51,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,2024-11-04 08:08:37,3
730,430.35,2023-02-20 17:23:03,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,2024-11-04 08:10:51,0
731,230.32,2023-05-15 18:15:33,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 08:08:34,3
732,121.70999999999998,2023-09-05 17:02:23,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 08:11:23,1
733,98.87,2023-01-03 17:51:07,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,2024-11-04 08:06:58,0
734,117.55000000000001,2023-05-19 16:35:07,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,2024-11-04 08:11:13,3
735,244.64,2023-02-21 18:41:39,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 08:06:53,0
736,321.93,2023-12-04 18:27:11,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 08:07:51,2
738,283.23,,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,2024-11-04 08:07:38,2
739,346.65,2024-01-01 16:17:13,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,2024-11-04 08:06:58,2
740,381.62,2023-01-27 16:40:28,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,,0
741,388.65,2023-02-21 16:02:33,Debit,Oklahoma City,ATM,76.0,Retired,43.000000000000014,1.0,7896.85,2024-11-04 08:08:15,0
742,29.220000000000027,2023-07-06 18:16:05,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,2024-11-04 08:09:03,3
743,46.75,2023-07-31 17:37:31,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 08:09:20,1
744,348.64,2023-06-09 17:12:09,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 08:11:22,3
745,319.17,2023-01-11 16:58:02,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 08:08:49,0
746,73.94999999999999,2023-11-03 16:39:45,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,2024-11-04 08:07:22,2
747,389.63,2023-02-16 16:20:06,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,2024-11-04 08:08:55,0
748,217.61,2023-03-16 17:36:31,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,2024-11-04 08:10:08,0
749,199.84000000000003,2023-01-16 16:01:34,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,2024-11-04 08:09:14,0
750,56.349999999999994,2023-02-09 16:09:00,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,2024-11-04 08:07:36,0
752,142.58,2023-06-19 16:20:51,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,2024-11-04 08:06:46,3
756,333.78,2023-11-30 17:53:48,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,2024-11-04 08:07:50,2
757,332.59,2023-07-13 17:50:13,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,2024-11-04 08:09:05,1
758,236.81,2023-10-26 16:59:55,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.6800000000003,2024-11-04 08:07:18,2
760,319.27,2023-08-07 16:54:58,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,2024-11-04 08:12:18,1
761,384.1,,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,2024-11-04 08:11:42,2
765,79.80000000000001,2023-12-22 17:17:34,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,2024-11-04 08:06:48,2
766,46.24000000000001,2023-03-13 16:05:46,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,2024-11-04 08:07:24,0
767,327.8,2023-11-23 17:44:29,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,2024-11-04 08:09:18,2
768,445.79,2023-07-07 17:19:39,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999998,2024-11-04 08:12:05,3
769,55.889999999999986,2023-08-17 16:54:30,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,2024-11-04 08:11:33,1
770,158.41,2023-02-09 16:28:58,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.1599999999999,2024-11-04 08:10:03,0
773,61.97,2023-05-22 18:45:23,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,2024-11-04 08:10:47,3
774,27.20999999999998,2023-06-14 16:34:54,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,2024-11-04 08:06:49,3
775,173.74,2023-09-08 17:48:22,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,2024-11-04 08:11:52,1
776,176.11,2023-08-10 16:48:55,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,2024-11-04 08:10:30,1
777,88.4,2023-11-10 18:02:07,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,2024-11-04 08:09:41,2
778,567.92,2023-06-20 16:27:07,Debit,Columbus,Online,53.0,Retired,13.999999999999986,1.0,3779.47,2024-11-04 08:12:12,3
781,101.42000000000002,2023-04-25 17:00:15,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,2024-11-04 08:12:22,3
782,300.61,2023-05-01 17:21:46,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,2024-11-04 08:11:56,3
783,265.94,2023-06-05 16:11:07,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,2024-11-04 08:06:37,3
784,345.54,2023-01-24 16:05:40,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,2024-11-04 08:11:09,0
785,411.52,2023-01-10 17:40:16,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,2024-11-04 08:09:13,0
786,111.21000000000001,2023-08-21 18:36:41,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,2024-11-04 08:12:12,1
787,316.37,2023-08-28 17:34:17,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,2024-11-04 08:08:00,1
788,260.63,2023-12-20 18:58:27,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,2024-11-04 08:08:49,2
789,92.36000000000001,2023-03-27 16:48:34,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,2024-11-04 08:07:55,0
790,262.06,2023-09-11 16:09:15,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,2024-11-04 08:10:23,1
791,64.5,2023-08-17 18:32:19,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.2399999999998,2024-11-04 08:08:31,1
794,175.94,2023-06-05 16:16:13,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,2024-11-04 08:07:11,3
795,199.47,2023-08-14 16:26:38,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,2024-11-04 08:07:22,1
796,51.06999999999999,2023-01-23 18:06:58,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,2024-11-04 08:12:12,0
797,435.86,2023-12-29 17:17:48,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,2024-11-04 08:09:18,2
800,628.36,2023-01-20 16:09:37,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,2024-11-04 08:07:32,0
801,268.39,2023-02-21 18:13:02,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,2024-11-04 08:11:45,0
802,362.27,,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,2024-11-04 08:07:35,2
805,132.36000000000004,2023-03-13 17:01:57,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.64999999999964,2024-11-04 08:10:05,0
809,8.649999999999977,2023-11-20 16:28:19,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,2024-11-04 08:11:35,2
810,178.91,2023-03-15 16:37:04,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,2024-11-04 08:07:06,0
811,115.22,2023-12-08 17:05:33,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.1999999999998,2024-11-04 08:09:07,2
812,161.63,2023-12-25 16:32:44,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,2024-11-04 08:08:21,2
815,280.99,2023-02-20 18:03:01,Debit,Houston,Branch,45.0,Engineer,29.000000000000014,1.0,9733.59,2024-11-04 08:07:24,0
816,24.189999999999998,2023-02-08 17:33:08,Debit,San Diego,ATM,29.0,Engineer,27.999999999999986,1.0,2756.2,2024-11-04 08:07:26,0
817,586.85,2023-08-15 16:57:27,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,2024-11-04 08:12:18,1
818,372.41,2023-06-19 18:12:16,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,2024-11-04 08:06:34,3
820,383.69,2023-10-31 17:06:08,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,2024-11-04 08:10:03,2
824,60.99000000000001,2023-08-01 17:14:17,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,2024-11-04 08:07:51,1
825,408.19,2023-12-15 16:48:08,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,2024-11-04 08:08:29,2
826,524.6,2023-04-07 17:37:34,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,2024-11-04 08:09:46,3
827,108.96000000000001,2023-10-10 18:12:07,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,2024-11-04 08:06:40,1
828,70.03000000000003,2023-12-18 18:34:33,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,2024-11-04 08:07:55,2
829,124.84,2023-09-22 17:44:42,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,2024-11-04 08:11:28,1
830,324.04,2023-07-05 16:49:05,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,2024-11-04 08:08:07,3
831,39.69,2023-04-24 17:16:27,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,2024-11-04 08:07:44,3
834,193.82,2023-04-20 17:52:46,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,2024-11-04 08:12:09,3
835,16.730000000000018,2023-11-30 17:48:36,Debit,,Online,79.0,Retired,165.0,1.0,7591.13,2024-11-04 08:08:04,2
836,474.05,2023-08-10 18:30:37,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,2024-11-04 08:10:46,1
838,637.75,2023-07-24 16:07:05,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,2024-11-04 08:08:51,1
840,186.6,2023-10-25 16:03:16,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,2024-11-04 08:10:37,2
841,644.08,2023-05-08 17:29:00,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,2024-11-04 08:07:18,3
842,226.66,2023-12-27 18:55:13,Debit,,Branch,41.0,Doctor,168.0,1.0,10216.25,2024-11-04 08:07:45,2
843,305.0,2023-10-12 17:20:30,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.8299999999999,2024-11-04 08:06:50,2
845,793.13,2023-05-10 16:38:07,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,2024-11-04 08:09:45,3
846,224.19,2023-09-21 16:42:38,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,2024-11-04 08:07:34,1
849,194.99,2023-12-01 17:01:30,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.0299999999997,2024-11-04 08:07:50,2
851,227.5,2023-03-13 16:59:33,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,2024-11-04 08:11:35,0
852,259.9,2023-06-22 16:08:43,Debit,Oklahoma City,Online,26.0,Student,100.0,1.0,914.2799999999997,2024-11-04 08:07:29,3
857,11.810000000000002,2023-02-27 16:07:38,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,2024-11-04 08:07:53,0
858,329.14,2023-11-14 16:37:42,Debit,Sacramento,Branch,55.0,Doctor,13.999999999999986,1.0,12033.92,2024-11-04 08:09:00,2
859,154.24,2023-11-06 16:19:31,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,2024-11-04 08:08:33,2
860,233.44,2023-01-20 16:23:48,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,2024-11-04 08:07:54,0
862,209.03000000000003,2023-10-09 18:20:39,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,,1
864,261.14,2023-05-15 18:44:04,Debit,San Antonio,,42.0,Engineer,162.0,1.0,6100.08,2024-11-04 08:08:53,3
866,98.70999999999998,2023-09-18 17:41:29,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,2024-11-04 08:07:42,1
867,87.38,2023-03-03 18:23:29,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.9899999999998,2024-11-04 08:09:45,0
868,83.38999999999999,2023-09-18 16:00:54,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,2024-11-04 08:12:20,1
869,267.55,2023-06-13 16:06:05,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,2024-11-04 08:12:03,3
870,870.05,2023-08-31 16:42:18,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.25,2024-11-04 08:11:02,1
872,164.51,2023-06-05 18:09:44,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,2024-11-04 08:07:10,3
873,758.12,2023-07-03 18:46:29,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,2024-11-04 08:11:14,3
874,103.75999999999999,2023-03-29 16:20:33,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,2024-11-04 08:11:31,0
875,583.92,2023-08-01 16:11:52,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,2024-11-04 08:06:32,1
876,204.06,2023-01-02 16:07:17,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,2024-11-04 08:07:22,0
877,53.51000000000002,2023-10-26 16:54:32,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,2024-11-04 08:11:18,2
880,120.17000000000002,2023-08-08 17:07:42,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,2024-11-04 08:11:50,1
881,220.8,2023-09-06 18:43:52,Debit,Indianapolis,Online,31.0,Engineer,27.999999999999986,1.0,8135.31,2024-11-04 08:10:00,1
882,119.00999999999999,2023-03-13 17:26:41,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,2024-11-04 08:09:17,0
883,183.32,2023-05-10 16:27:51,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42000000000007,2024-11-04 08:09:31,3
884,858.88,2023-08-22 16:31:34,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,2024-11-04 08:12:11,1
886,61.37000000000003,2023-02-06 16:54:19,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,2024-11-04 08:10:55,0
888,1.2099999999999795,2023-08-21 17:19:06,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.74,2024-11-04 08:11:34,1
890,60.96000000000001,2023-10-23 16:35:48,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,2024-11-04 08:09:58,2
891,64.21000000000001,2023-01-09 16:36:16,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,2024-11-04 08:09:24,0
892,523.02,2023-05-19 18:32:45,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,2024-11-04 08:06:38,3
893,50.25999999999999,2023-11-09 17:51:35,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,2024-11-04 08:10:47,2
894,110.07999999999998,2023-11-20 17:15:13,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.2600000000002,2024-11-04 08:08:19,2
896,79.75999999999999,2023-04-03 16:25:35,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,2024-11-04 08:08:14,0
899,68.62,2023-06-29 16:57:52,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,2024-11-04 08:10:59,3
903,72.68,2023-07-21 17:56:49,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,2024-11-04 08:10:20,1
904,354.76,2023-05-17 16:30:05,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,2024-11-04 08:07:39,3
906,29.220000000000027,2023-02-27 18:33:48,Debit,Detroit,ATM,27.0,Engineer,69.0,1.0,7795.79,2024-11-04 08:10:28,0
907,653.97,2023-10-04 17:41:08,Debit,Miami,,37.0,Engineer,100.0,1.0,3886.65,2024-11-04 08:11:57,1
910,233.74,2023-02-13 16:43:40,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,2024-11-04 08:06:27,0
911,471.84,2023-09-29 17:31:24,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,2024-11-04 08:08:45,1
913,254.21,2023-05-22 16:48:08,Debit,Phoenix,ATM,48.0,Engineer,46.0,1.0,2487.2,2024-11-04 08:10:50,3
914,577.73,2023-11-10 16:26:28,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,2024-11-04 08:06:37,2
915,170.26,2023-09-25 16:58:25,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,2024-11-04 08:07:32,1
920,74.04000000000002,2023-02-23 18:23:29,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,2024-11-04 08:11:29,0
921,197.18,2023-05-09 16:47:42,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,2024-11-04 08:10:02,3
922,21.149999999999977,2023-11-20 16:06:10,Debit,Columbus,Branch,70.0,Retired,180.0,1.0,3466.74,2024-11-04 08:09:46,2
925,697.82,2023-11-27 16:10:37,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,2024-11-04 08:07:11,2
927,148.00000000000003,2023-01-23 16:48:16,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,2024-11-04 08:06:39,0
928,22.25999999999999,2023-01-30 18:50:00,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,2024-11-04 08:08:53,0
929,0.8600000000000136,2023-02-13 17:49:27,Debit,Colorado Springs,ATM,25.0,Student,139.0,1.0,1357.2200000000003,2024-11-04 08:12:22,0
930,757.1,2023-01-23 17:22:25,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,2024-11-04 08:11:06,0
933,32.45999999999998,2023-03-10 18:59:46,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,2024-11-04 08:09:33,0
935,20.639999999999986,2023-04-20 16:01:05,Debit,Charlotte,Branch,22.0,Student,59.0,1.0,949.3800000000001,2024-11-04 08:09:17,3
